0MkcM-eDP-g,Grubby | WC3 | Key Sappers!,2020-06-23,15595,331,6,14
vK49zc4T1ZU,Grubby | WC3 | [LEGENDARY] MUST WATCH!,2020-06-22,69741,2604,39,205
CXdX1o0qBRc,Grubby | WC3 | The LONGEST FFA EVER!,2020-06-20,261581,2569,129,344
up1pT-9c2H4,Grubby | WC3 | TC Speed Devil Stomper!,2020-06-18,23879,460,13,40
oWeU8_jRRiE,Grubby | WC3 2v2 | [EPIC] Double ORC!,2020-06-18,24517,495,11,53
tlxxYZW2GqY,Grubby | WC3 | NE Tryhard Strat: ARCHERS!,2020-06-16,30045,477,40,69
YdOMldbRq08,Grubby | WC3 | [EPIC] SUPERMAN DH!,2020-06-15,66857,917,24,61
WH2NaT2mfVs,Grubby | WC3 | [EPIC] RANK 1 vs RANK 2!,2020-06-13,55046,997,26,99
wl-n0pmY9C8,Grubby | WC3 FFA | Buying Mass Tier 8 Summons!,2020-06-12,51802,754,21,59
E4ZD8WIAxhA,Grubby | WC3 | LVL 10 CL!,2020-06-10,50898,961,21,131
Bj7tR0p2iZE,Grubby | WC3 | Double Crypt Rush!,2020-06-09,25722,569,11,45
_rEaxT9HjGc,Grubby | WC3 FFA | [EPIC] Bro... Peace?,2020-06-09,39483,530,18,71
zqArtJfYMoM,Grubby | WC3 2v2 | 2v2 vs Bizzare and ToD,2020-06-07,30604,814,11,113
tt384U_vIEs,"Grubby | WC3 FFA | LVL 10, 10, 10!!",2020-06-03,142251,1486,57,160
V7F7AlUPzNU,Grubby | WC3 | PATCH OUT - New CL is a MONSTER!,2020-06-02,39235,643,15,90
QEcGl27D6UM,"Grubby | WC3 | [LEGENDARY] Oh, So You Like WORKER HARASS?!",2020-06-02,44836,820,13,60
YwCw-DhHkTc,Grubby | WC3 | Light Tower Pressure,2020-06-01,25342,509,10,46
mA1KHtA811c,Grubby | WC3 | Stupidest/Best Game Ever,2020-05-29,25199,599,18,81
Xmu0E3zhjBI,Grubby | WC3 | TP&#39;ing... A Lot! - vs ToD,2020-05-27,25481,559,11,188
63BeMTsMl7o,Grubby | WC3 | STRONG Human on Last Refuge,2020-05-26,17487,472,17,79
B8GeWY-6y8A,Grubby | WC3 | 2v2 With Cassandra!,2020-05-25,45917,1088,30,213
CMg0kcmXw4g,Grubby | WC3 | [EPIC] This Is Spartom!,2020-05-23,28468,598,14,50
DHVFDglDgdk,Grubby | WC3 | TRIPLE ARROW,2020-05-22,57109,924,23,70
d0EM1Y0Wu8w,Grubby | WC3 | Testing The PTR Changes!,2020-05-21,39647,566,30,110
ytwnAWjEw3w,Grubby | WC3 | Pala Rifle!,2020-05-20,32324,644,8,52
Q8BUXlelP_U,Grubby vs ToD | TRIGGERED,2020-05-18,86077,2158,87,629
vmu4bZTKQfM,Grubby | WC3 | [EPIC] 2V2 WITH SyDe!,2020-05-17,28019,647,10,53
psfcqJwAmec,Grubby | WC3 | SUPERCLASH vs Blade,2020-05-16,64344,536,37,82
kL3UcnynQUc,Grubby | WC3 | A Stacked Hunter!,2020-05-14,40145,668,17,58
3AznqX92GsU,Grubby | WC3 | [LEGENDARY] LVL 10 Tinker,2020-05-14,89709,1548,50,132
4h_BtuT8eOA,Grubby | WC3 | The Perfect Short Game,2020-05-13,28397,785,11,68
2An90cZVDdw,Grubby | WC3 | Best Volcano EVER,2020-05-13,29499,547,11,40
sRGbNK-e5ec,Grubby | WC3 | [EPIC] I Want THAT GOLEM - vs Rank 2 Player,2020-05-12,29372,579,12,45
2q4231w0jDQ,Grubby | WC3 | [LEGENDARY] A High Profile 2v2,2020-05-09,58514,1292,26,145
IycmOdx8ULc,Grubby | WC3 | Double LEVEL 7!,2020-05-07,30299,630,10,68
L2aAZabwD9Q,Grubby | WC3 | [LEGENDARY] Fake Towerrush,2020-05-05,54236,903,22,82
g_BXcP9XCME,Grubby | WC3 | Didn&#39;t Expect That! - 2v2,2020-05-04,53905,922,30,109
7jmHcI16shA,Grubby | WC3 | SUPER[LADDER]CLASH vs ToD!,2020-05-03,137353,1193,54,213
KU5jOAA_npI,Grubby | WC3 | Road To Rank 1,2020-05-02,76327,1217,28,159
oq3u3G97HQo,Grubby | WC3 Reforged | PATCH 1.32.4,2020-04-28,39259,728,56,136
kN1uzWGkYGw,Grubby | WC3 | [MYTHICAL] | NO CHANCE,2020-04-24,35540,979,13,125
DKpJA82U0FM,Grubby | WC3 | LVL 8 CRYPTLORD,2020-04-23,33484,635,10,60
hNYh9ho0iws,Grubby | WC3 | [LEGENDARY] Facing The RANK 1 Player,2020-04-20,164199,2338,63,293
ymR_JXQQgcc,Grubby | WC3 | [MYTHICAL] Clash Of Titans,2020-04-15,39000,1048,19,159
ewl-eVF6LQM,"Grubby | WC3 | Then Again, I&#39;m Orc",2020-04-13,21118,429,12,39
y17HXZEheos,Grubby | WC3 | [LEGENDARY] A Wall of Stone,2020-04-13,51279,963,29,129
RKkns4mHP5o,Grubby | WC3 | [EPIC] Monster Macro Match,2020-04-06,25613,464,7,61
KREyzg04I9o,Grubby | WC3 | IMMOVASION!,2020-04-04,34693,583,13,68
c3LxUKHIUD8,Grubby | WC3 | [LEGENDARY] All Hope is Lost - vs ToD,2020-04-04,57376,1384,24,238
6qrS6QluHtU,Grubby | WC3 | The Rematch - vs ToD!,2020-04-01,30362,771,13,159
kxwlx9GrHBQ,Grubby | WC3 | Getting a Rare Bloodlust - vs ToD!,2020-04-01,34166,724,18,130
Y1HLAMGwJH0,Grubby | WC3 | [EPIC] SUPERCLASH vs XlorD,2020-03-30,44407,460,22,57
kc_nvLSRncE,Grubby | WC3 | Transmutation,2020-03-23,28146,429,25,58
7jXiIYIQfcU,Grubby | WC3 Reforged | Patch 1.32.3 Preview + LADDER!,2020-03-18,30000,444,43,112
CVezehWrOmw,Grubby | WC3 Classic GFX | ULTIMATE Anime Betrayal,2020-03-14,35777,479,12,65
fw5-HvMCPuQ,"Grubby | WC3 Classic GFX | 10,000 GOLD FFA",2020-03-11,46199,549,20,61
TTGp6g7qjs8,Grubby | WC3 Classic GFX | Noobs,2020-03-10,23847,513,12,67
2mnFTYYVus0,Grubby | WC3 Classic GFX | SOLO PALA You Won&#39;t Believe The Ending...,2020-03-09,33101,654,14,66
YU9VnhKIeGo,Grubby | WC3 Classic GFX | High Level FFA,2020-03-08,84543,906,36,114
DsKPAQbttDo,"Grubby | WC3 | He said GG, and this happened",2020-03-06,89336,1441,54,248
CZE0Sc4obTM,Grubby | WC3 Classic GFX | Political FFA,2020-03-05,40652,626,17,99
SAt-gDZFC5M,Grubby | WC3 Classic GFX | The TRUE FFA,2020-03-04,39028,548,37,78
MyYWCYKC5y0,Grubby | WC3 Classic GFX | 3 Peasants TOWERRUSH,2020-03-03,51573,1037,30,111
LJ-dVBJNNaM,Grubby | WC3 Reforged | Scourge Campaign!,2020-02-28,24007,392,10,54
rlrngySWHWI,Grubby | FIRST SC2 Game in 5 YEARS!,2020-02-25,25529,773,12,102
kSCNXPkrmBA,Grubby | WC3 Reforged | Patch 1.32.2 PREVIEW,2020-02-24,33052,611,54,153
HvyyiypxJ1E,Grubby | WC3 Reforged | [EPIC] The CHIEFTAIN,2020-02-24,65523,875,37,148
_j3E1y7b-5o,Grubby | WC3 Classic GFX | The LVL 9.7 Keeper!,2020-02-21,50450,659,22,81
AE3mJOWTly0,Grubby | WC3 Reforged | Stormrage Brothers,2020-02-20,32287,383,19,65
mYYBSiGVCMU,Grubby | WC3 Reforged | SHOCKCHAIN!,2020-02-20,36645,532,22,95
3dpd4t3Ov-A,Grubby | WC3 Reforged | The Eye Of Sargeras,2020-02-18,28833,386,17,51
mJcjJaK4Ah0,Grubby | WC3 Reforged | SUPERCLASH Grubby VS SyDe,2020-02-18,93424,755,53,140
iGK7nND0k6o,Grubby | WC3 Reforged | [LEGENDARY] 85-0 OR 84-1?!,2020-02-17,56080,757,40,110
Mn6eXmyugqU,Grubby | WC3 Reforged | 81-0 OR 80-1?,2020-02-16,42277,687,35,150
Dh9o-XnoJT4,Grubby | Wc3 Reforged | The Fall Of The Eredar,2020-02-16,47311,601,23,128
PBfaOhI8CUU,Grubby | WC3 Reforged | The Druids Arise!,2020-02-15,36788,447,25,56
n425FIC8l-k,Grubby | WC3 Reforged | Clash Of Styles,2020-02-10,28339,490,29,78
xUyk1gE4AJI,Grubby | WC3 Reforged | To The BARRENS!,2020-02-09,33143,496,26,79
H9gnmpan6EU,Grubby | WC3 Reforged | Orc Campaign!,2020-02-08,23942,450,30,62
-ve3pWYtC2o,Grubby | WC3 Reforged | [EPIC] FIRST LOSS?,2020-02-08,55190,733,76,182
E7h5ayrZHvc,Grubby | WC3 Reforged | The Fall Of DALARAN,2020-02-07,42781,527,30,94
K6pk59ttCuQ,Grubby | WC3 Reforged | Time To Troll!,2020-02-07,24116,495,28,103
BOi8bmxvVpQ,Grubby | WC3 Reforged | Patch 1.32.1 Preview!,2020-02-06,56329,807,108,341
oShbinDZu8M,Grubby | WC3 Reforged | The Fall of the Archer,2020-02-06,29985,502,27,69
BeUdmgqjlY8,Grubby | WC3 | First FFA In REFORGED!,2020-02-05,82275,1077,76,154
t7rDu8eyGZc,Grubby | WC3 Reforged | A Worthy Opponent,2020-02-03,74486,1519,100,192
CGIYsQyAw-g,Grubby | WC3 Reforged | Frostmourne!,2020-02-02,38580,682,73,131
JjIhoHBua0E,Grubby | WC3 Reforged | The Culling of STRATHOLME,2020-02-02,29049,630,193,218
zhLRd7A1IpM,Grubby | WC3 Reforged | March of the SCOURGE,2020-02-01,52385,1560,123,273
-pk2q-y7UJI,Grubby | WC3 Reforged | The Birth of PALA RIFLE,2020-01-31,35354,600,129,148
34VDSv_DASE,Grubby | WC3 Reforged | HUMAN CAMPAIGN!,2020-01-30,32637,569,251,219
FL1kX1Xvb9Y,Grubby | WC3 Reforged | The Fires Down Below,2020-01-30,29354,528,61,82
o6jBA28CltQ,Grubby | WC3 Reforged | Riders On The Storm,2020-01-29,34085,610,42,75
Z7n1BXckS48,Grubby | WC3 PRO Plays REFORGED CAMPAIGN!,2020-01-29,112805,1464,160,367
zeb1C67eK3k,Grubby | WC3 | Trying A New Build!,2020-01-26,33966,531,5,27
94B559DpaS8,Grubby | WC3 | Punitive Towerrush!,2020-01-25,29714,566,9,31
hHRHltm2T7I,Grubby | WC3 | Don&#39;t Feed The Panda,2020-01-25,31277,517,16,55
396j93rc8MA,Grubby | WC3 | [EPIC] The GHOUL RUSH,2020-01-22,53438,758,24,75
qJP_OVE3jvU,Grubby | HotS | I Have Returned!,2020-01-05,27719,715,34,40
PfZjCFNgYF0,Grubby | [EPIC] Never Again!,2020-01-05,53281,824,17,63
drxMuPBGaJM,Grubby | Arrows Blot Out The Sun,2020-01-02,28548,522,10,38
ygdctbqC7Bs,Grubby | [LEGENDARY] Immovasion FTW!,2020-01-01,110018,1489,41,86
aMBiPFLNKjY,Grubby | Naga Tank!,2019-12-31,45026,712,16,63
5OfMsHAPNuI,Grubby | The LVL6 Attack!,2019-12-28,26041,431,9,26
eWNvVw1B2z0,Grubby | Probius The Gate Keeper,2019-12-27,32034,692,36,42
jdq3YYL-Y30,Grubby | WTF This Is Fun!,2019-12-24,55200,1275,55,73
0l7A2sEdt8c,Grubby | [EPIC] LVL 6 Dark Ranger AND Panda!,2019-12-23,33996,551,15,37
TDsbLOKEeQI,Grubby | Micro Yo A$$ Off!,2019-12-22,23785,456,9,45
hb3FrjDMwDY,Grubby vs Cash | FIRST REFORGED SUPERCLASH!,2019-12-21,274323,1953,141,296
ioGPWqZY5PQ,Grubby | CRAZY Expo Strategy!,2019-12-20,34266,576,10,60
qXjgWenvXwE,Grubby | [LEGENDARY] Not Enough Farms,2019-12-19,39735,679,19,57
cENn-uIZlp8,Grubby | New SAMURO: Now a FIGHTER!,2019-12-18,36773,586,67,56
